Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,CrdY,CrdR,over_xG,cluster,cluster_label,market_value_eur_M,GA_pred_lr,GA_pred_rf,xG_diff
Antoine Garcia 803,ARG,MF,Torino,Serie A,26,1275,15,4,4,8,4,0,0.18,8.07,0.18,8.25,43,74,83,0.28,0.28,0.01,3,0,1,2,Defensor Ofensivo,33.5,6.45,6.97,3.82
Jude Becker 805,NGR,DF,Torino,Serie A,22,139,8,1,2,3,1,0,1.35,5.5,1.35,6.85,46,145,70,0.65,1.29,0.87,4,0,0,2,Defensor Ofensivo,35.8,6.46,5.65,-0.35
Vinicius Müller 806,BEL,MF,Torino,Serie A,19,326,10,2,6,8,2,0,3.64,8.02,3.64,11.66,142,189,159,0.55,1.66,1.0,2,0,0,1,Mediocampista Creativo,47.5,12.45,8.1,-1.64
Erling Martinez 807,POL,DF,Torino,Serie A,28,894,30,2,5,7,2,0,0.42,0.17,0.42,0.59,67,124,35,0.2,0.5,0.04,3,0,1,2,Defensor Ofensivo,24.5,6.59,6.13,1.58
Kylian Fischer 808,NED,FW,Torino,Serie A,27,275,5,10,6,16,10,0,9.14,4.49,9.14,13.63,175,80,156,3.27,1.96,2.99,0,0,1,0,Delantero Goleador,147.2,14.86,15.91,0.86
Pedri Rossi 809,ESP,FW,Torino,Serie A,24,743,15,14,2,16,13,1,1.46,1.2,0.7,1.9,189,43,97,1.7,0.24,0.18,2,0,1,0,Delantero Goleador,80.2,12.93,15.24,12.54
Gavi Rodríguez 810,BRA,MF,Torino,Serie A,21,209,5,8,7,15,8,0,0.49,14.97,0.49,15.46,141,86,99,3.44,3.01,0.21,2,0,1,0,Delantero Goleador,137.6,12.25,14.34,7.51
Bukayo Schneider 811,SEN,DF,Torino,Serie A,30,1065,17,1,1,2,1,0,0.1,1.26,0.1,1.36,56,23,21,0.08,0.08,0.01,4,0,1,2,Defensor Ofensivo,33.7,5.9,2.89,0.9
Phil Hernández 813,BEL,MF,Torino,Serie A,30,1341,24,5,10,15,5,0,9.43,3.68,9.43,13.11,97,294,126,0.34,0.67,0.63,5,0,0,1,Mediocampista Creativo,73.4,11.69,13.11,-4.43
Harry Meyer 814,CRO,MF,Torino,Serie A,20,729,15,5,8,13,5,0,0.19,0.81,0.19,1.0,47,60,142,0.62,0.99,0.02,0,0,1,0,Delantero Goleador,124.4,5.42,8.64,4.81
Son Silva 815,CRO,FW,Torino,Serie A,29,1016,32,7,2,9,7,0,0.47,4.22,0.47,4.69,167,66,211,0.62,0.18,0.04,1,0,1,0,Delantero Goleador,159.8,12.11,11.89,6.53
Bruno González 816,COL,MF,Torino,Serie A,27,762,28,3,4,7,3,0,5.62,2.89,5.62,8.51,87,69,156,0.35,0.47,0.66,5,0,0,2,Defensor Ofensivo,71.8,9.3,8.48,-2.62
Kevin Weber 817,POR,DF,Torino,Serie A,29,1243,25,1,0,1,1,0,0.19,3.78,0.19,3.97,54,66,67,0.07,0.0,0.01,2,0,1,2,Defensor Ofensivo,20.5,6.35,1.99,0.81
Luca Pérez 819,NED,MF,Torino,Serie A,28,1130,27,2,5,7,2,0,7.75,0.58,7.75,8.33,114,169,74,0.16,0.4,0.62,3,0,0,1,Mediocampista Creativo,100.9,11.25,7.53,-5.75
Marco Smith 820,GER,DF,Torino,Serie A,26,1243,25,1,0,1,1,0,1.85,1.4,1.85,3.25,21,114,73,0.07,0.0,0.13,9,0,0,2,Defensor Ofensivo,19.2,4.93,1.83,-0.85
James López 821,GER,DF,Torino,Serie A,26,1360,20,1,2,3,1,0,0.94,0.38,0.94,1.32,41,119,18,0.07,0.13,0.06,5,1,1,2,Defensor Ofensivo,20.5,5.57,3.01,0.06
Luis Garcia 823,POR,DF,Bologna,Serie A,26,170,10,0,1,1,0,0,1.38,0.92,1.38,2.3,77,59,75,0.0,0.53,0.73,3,0,0,2,Defensor Ofensivo,10.7,7.15,1.85,-1.38
Antoine Fernández 824,ITA,MF,Bologna,Serie A,23,1925,33,4,6,10,4,0,1.68,0.12,1.68,1.8,37,63,53,0.19,0.28,0.08,2,0,1,2,Defensor Ofensivo,72.3,5.53,7.9,2.32
Kai Becker 825,POR,DF,Bologna,Serie A,17,1001,21,2,2,4,2,0,1.93,1.68,1.93,3.61,77,43,28,0.18,0.18,0.17,6,0,1,2,Defensor Ofensivo,47.5,7.57,4.29,0.07
Jude Müller 826,CRO,DF,Bologna,Serie A,29,1067,22,2,2,4,2,0,0.27,0.1,0.27,0.37,28,59,25,0.17,0.17,0.02,2,0,1,2,Defensor Ofensivo,42.2,4.46,4.22,1.73
Erling Fischer 828,CRO,MF,Bologna,Serie A,24,1365,25,2,5,7,2,0,4.38,4.35,4.38,8.73,40,84,177,0.13,0.33,0.29,3,0,0,2,Defensor Ofensivo,42.7,6.98,6.05,-2.38
Kylian Rossi 829,SEN,DF,Bologna,Serie A,22,890,18,2,2,4,2,0,1.63,1.08,1.63,2.71,79,103,21,0.2,0.2,0.16,0,0,1,2,Defensor Ofensivo,15.4,7.62,5.03,0.37
Pedri Rodríguez 830,POR,DF,Bologna,Serie A,23,1340,17,2,3,5,2,0,8.2,1.35,8.2,9.55,16,113,40,0.13,0.2,0.55,5,0,0,2,Defensor Ofensivo,39.1,6.48,6.17,-6.2
Gavi Schneider 831,ARG,DF,Bologna,Serie A,23,908,19,0,2,2,0,0,1.3,3.05,1.3,4.35,68,70,24,0.0,0.2,0.13,2,0,0,2,Defensor Ofensivo,19.1,7.19,3.21,-1.3
Bukayo Dupont 832,NED,DF,Bologna,Serie A,22,770,14,1,2,3,1,0,0.87,0.62,0.87,1.49,68,103,13,0.12,0.23,0.1,1,0,1,2,Defensor Ofensivo,38.7,6.76,3.38,0.13
Trent Hernández 833,CRO,FW,Bologna,Serie A,31,1985,26,7,6,13,7,0,6.9,8.87,6.9,15.77,59,108,64,0.32,0.27,0.31,2,0,1,0,Delantero Goleador,87.0,9.52,13.16,0.1
Phil Meyer 834,COL,FW,Bologna,Serie A,21,1529,28,13,7,20,12,1,15.33,0.44,14.57,15.01,49,108,183,0.77,0.41,0.9,7,0,0,0,Delantero Goleador,200.0,10.05,18.5,-2.33
Harry Silva 835,NGR,DF,Bologna,Serie A,28,1208,32,1,0,1,1,0,0.19,0.39,0.19,0.58,47,114,48,0.07,0.0,0.01,0,0,1,2,Defensor Ofensivo,22.6,5.61,2.52,0.81
Son González 836,ITA,FW,Bologna,Serie A,28,451,7,7,5,12,7,0,10.07,0.35,10.07,10.42,151,97,156,1.4,1.0,2.01,1,0,0,0,Delantero Goleador,131.9,13.39,13.09,-3.07
Kevin Santos 838,ARG,DF,Bologna,Serie A,20,458,10,1,0,1,1,0,1.38,0.26,1.38,1.64,40,145,54,0.2,0.0,0.27,2,0,0,2,Defensor Ofensivo,11.5,5.47,2.33,-0.38
Robert Pérez 839,POR,FW,Bologna,Serie A,22,1170,14,8,0,8,8,0,8.34,2.67,8.34,11.01,68,62,101,0.62,0.0,0.64,1,0,0,2,Defensor Ofensivo,106.1,9.16,11.11,-0.34
Luca Smith 840,URU,MF,Bologna,Serie A,27,1054,26,5,7,12,5,0,9.69,9.25,9.69,18.94,86,58,159,0.43,0.6,0.83,3,0,0,0,Delantero Goleador,140.9,11.38,11.83,-4.69
Marco López 841,MAR,MF,Bologna,Serie A,24,443,7,4,5,9,4,0,3.16,7.92,3.16,11.08,144,92,138,0.81,1.02,0.64,1,0,1,0,Delantero Goleador,83.7,12.19,10.03,0.84
James Wagner 842,BRA,DF,Bologna,Serie A,25,280,7,2,0,2,2,0,0.5,1.39,0.5,1.89,22,55,58,0.64,0.0,0.16,2,1,1,2,Defensor Ofensivo,21.0,4.22,2.56,1.5
Carlos Garcia 843,ITA,DF,Bologna,Serie A,34,336,9,1,2,3,1,0,3.01,1.29,3.01,4.3,24,41,59,0.27,0.54,0.81,2,0,0,2,Defensor Ofensivo,32.2,5.0,3.69,-2.01
Luis Fernández 844,COL,DF,Bologna,Serie A,29,1650,25,1,5,6,1,0,0.24,2.58,0.24,2.82,13,66,74,0.05,0.27,0.01,5,0,1,2,Defensor Ofensivo,25.0,4.22,5.01,0.76
Antoine Becker 845,ENG,DF,Bologna,Serie A,27,214,13,0,5,5,0,0,0.11,1.63,0.11,1.74,28,56,13,0.0,2.1,0.05,3,0,0,2,Defensor Ofensivo,26.5,4.44,4.86,-0.11
Kai Müller 846,BRA,DF,Bologna,Serie A,25,491,16,1,5,6,1,0,0.22,0.62,0.22,0.84,71,49,21,0.18,0.92,0.04,3,0,1,2,Defensor Ofensivo,35.4,6.52,5.02,0.78
Jude Martinez 847,POL,DF,Bologna,Serie A,29,366,15,0,2,2,0,0,0.61,0.9,0.61,1.51,42,139,49,0.0,0.49,0.15,3,0,0,2,Defensor Ofensivo,17.0,5.41,2.42,-0.61
Erling Rossi 849,BRA,DF,PSG,Ligue 1,27,1376,31,2,2,4,2,0,4.38,1.27,4.38,5.65,47,109,55,0.13,0.13,0.29,5,0,0,2,Defensor Ofensivo,26.4,6.95,4.41,-2.38
Kylian Rodríguez 850,ITA,FW,PSG,Ligue 1,22,594,9,15,5,20,15,0,12.95,0.15,12.95,13.1,126,36,183,2.27,0.76,1.96,1,0,1,0,Delantero Goleador,200.0,12.8,18.14,2.05
Pedri Schneider 851,GER,DF,PSG,Ligue 1,22,512,23,0,0,0,0,0,1.54,0.92,1.54,2.46,11,35,23,0.0,0.0,0.27,5,0,0,2,Defensor Ofensivo,8.0,3.9,1.34,-1.54
Gavi Dupont 852,POR,FW,PSG,Ligue 1,30,506,13,14,1,15,14,0,1.91,3.19,1.91,5.1,44,90,145,2.49,0.18,0.34,1,0,1,0,Delantero Goleador,143.9,6.13,11.82,12.09
Bukayo Hernández 853,CRO,MF,PSG,Ligue 1,24,425,9,1,9,10,1,0,2.54,1.63,2.54,4.17,113,155,103,0.21,1.91,0.54,4,1,0,1,Mediocampista Creativo,95.5,9.68,10.06,-1.54
Trent Meyer 854,ITA,MF,PSG,Ligue 1,28,754,13,6,9,15,6,0,6.1,0.3,6.1,6.4,89,51,107,0.72,1.07,0.73,6,0,0,0,Delantero Goleador,73.8,9.11,14.11,-0.1
Phil Silva 855,COL,FW,PSG,Ligue 1,31,450,13,9,6,15,8,1,16.87,1.86,16.11,17.97,166,62,128,1.8,1.2,3.37,0,0,0,0,Delantero Goleador,200.0,16.19,14.87,-7.87
Harry González 856,FRA,FW,PSG,Ligue 1,24,1272,23,20,9,29,20,0,0.61,0.37,0.61,0.98,166,104,74,1.42,0.64,0.04,0,0,1,0,Delantero Goleador,200.0,11.69,22.79,19.39
Son Weber 857,MAR,MF,PSG,Ligue 1,24,804,13,3,4,7,3,0,7.33,0.33,7.33,7.66,80,275,134,0.34,0.45,0.82,1,0,0,1,Mediocampista Creativo,110.6,9.57,8.08,-4.33
Bruno Santos 858,CRO,DF,PSG,Ligue 1,28,806,18,0,1,1,0,0,0.19,0.95,0.19,1.14,22,128,60,0.0,0.11,0.02,2,0,0,2,Defensor Ofensivo,19.3,4.38,1.73,-0.19
Kevin Pérez 859,ARG,DF,PSG,Ligue 1,26,1031,22,2,1,3,2,0,2.49,0.05,2.49,2.54,17,100,50,0.17,0.09,0.22,2,0,0,2,Defensor Ofensivo,14.1,4.62,3.46,-0.49
Robert Smith 860,SEN,FW,PSG,Ligue 1,25,989,33,10,4,14,10,0,19.39,1.86,19.39,21.25,178,104,180,0.91,0.36,1.76,0,0,0,0,Delantero Goleador,149.0,17.74,15.01,-9.39
Luca López 861,CRO,FW,PSG,Ligue 1,31,1700,32,11,4,15,10,1,10.85,5.46,10.09,15.55,175,41,80,0.58,0.21,0.57,1,0,1,0,Delantero Goleador,136.8,15.72,14.68,0.15
James Garcia 863,NGR,DF,PSG,Ligue 1,27,1078,20,1,2,3,1,0,2.53,3.08,2.53,5.61,41,94,20,0.08,0.17,0.21,1,0,0,2,Defensor Ofensivo,12.6,6.28,4.2,-1.53
Carlos Fernández 864,ESP,FW,PSG,Ligue 1,31,482,12,6,9,15,5,1,2.38,4.89,1.62,6.51,45,56,154,1.12,1.68,0.44,1,0,1,0,Delantero Goleador,145.7,6.47,13.19,3.62
Luis Becker 865,GER,MF,PSG,Ligue 1,28,1128,18,5,3,8,5,0,14.22,0.09,14.22,14.31,127,211,123,0.4,0.24,1.13,4,0,0,1,Mediocampista Creativo,101.8,13.76,8.16,-9.22
Antoine Müller 866,ITA,DF,PSG,Ligue 1,24,606,23,1,0,1,1,0,3.05,0.21,3.05,3.26,47,58,61,0.15,0.0,0.45,3,0,0,2,Defensor Ofensivo,15.9,6.11,2.57,-2.05
Jude Fischer 868,POL,DF,Monaco,Ligue 1,18,1025,25,0,1,1,0,0,1.27,2.92,1.27,4.19,77,57,10,0.0,0.09,0.11,1,0,0,2,Defensor Ofensivo,11.1,7.61,1.63,-1.27
Erling Rodríguez 870,BEL,FW,Monaco,Ligue 1,22,722,20,18,5,23,18,0,2.67,0.6,2.67,3.27,59,72,108,2.24,0.62,0.33,1,0,1,0,Delantero Goleador,200.0,6.72,17.85,15.33
Kylian Schneider 871,COL,FW,Monaco,Ligue 1,23,875,25,9,5,14,9,0,2.67,0.1,2.67,2.77,56,84,183,0.93,0.51,0.27,3,0,1,0,Delantero Goleador,78.4,6.56,11.53,6.33
Pedri Dupont 872,BEL,MF,Monaco,Ligue 1,22,663,17,1,5,6,1,0,2.52,0.77,2.52,3.29,31,212,162,0.14,0.68,0.34,1,0,0,1,Mediocampista Creativo,43.9,5.63,7.28,-1.52
Gavi Hernández 873,MAR,MF,Monaco,Ligue 1,30,1667,29,3,4,7,3,0,4.12,4.8,4.12,8.92,71,86,131,0.16,0.22,0.22,2,0,0,2,Defensor Ofensivo,69.0,8.61,7.59,-1.12
Bukayo Meyer 874,SEN,FW,Monaco,Ligue 1,25,856,32,8,9,17,8,0,11.13,1.12,11.13,12.25,81,71,107,0.84,0.95,1.17,2,0,0,0,Delantero Goleador,200.0,10.32,15.58,-3.13
Trent Silva 875,FRA,MF,Monaco,Ligue 1,33,1378,26,7,10,17,7,0,9.03,4.31,9.03,13.34,33,227,42,0.46,0.65,0.59,6,0,0,1,Mediocampista Creativo,174.0,8.3,13.63,-2.03
Phil González 876,NGR,FW,Monaco,Ligue 1,22,656,17,7,4,11,6,1,12.79,4.93,12.03,16.96,108,116,105,0.96,0.55,1.75,2,0,0,0,Delantero Goleador,171.3,12.77,11.75,-5.79
Harry Weber 877,ENG,MF,Monaco,Ligue 1,19,797,13,3,6,9,3,0,3.63,2.92,3.63,6.55,51,115,151,0.34,0.68,0.41,2,1,0,2,Defensor Ofensivo,111.2,7.06,8.54,-0.63
Son Santos 878,CRO,MF,Monaco,Ligue 1,29,927,15,4,6,10,4,0,4.89,8.57,4.89,13.46,123,74,63,0.39,0.58,0.47,3,0,0,0,Delantero Goleador,112.1,11.79,10.2,-0.89
Bruno Pérez 879,MAR,DF,Monaco,Ligue 1,17,685,19,1,0,1,1,0,0.22,0.82,0.22,1.04,20,61,13,0.13,0.0,0.03,6,0,1,2,Defensor Ofensivo,9.0,4.07,2.11,0.78
Kevin Smith 880,NGR,FW,Monaco,Ligue 1,28,1341,33,8,6,14,8,0,16.41,20.44,16.41,36.85,107,52,209,0.54,0.4,1.1,2,0,0,0,Delantero Goleador,163.0,16.03,14.1,-8.41
Robert López 881,POL,DF,Monaco,Ligue 1,22,566,26,1,2,3,1,0,0.97,8.66,0.97,9.63,50,134,14,0.16,0.32,0.15,1,0,1,2,Defensor Ofensivo,34.0,7.1,4.59,0.03
Luca Wagner 882,ESP,DF,Monaco,Ligue 1,29,336,21,1,1,2,1,0,5.98,1.87,5.98,7.85,10,145,10,0.27,0.27,1.6,1,0,0,2,Defensor Ofensivo,48.6,5.47,3.85,-4.98
James Fernández 884,ARG,DF,Monaco,Ligue 1,28,1359,23,2,1,3,2,0,2.66,2.58,2.66,5.24,10,67,30,0.13,0.07,0.18,1,0,0,2,Defensor Ofensivo,12.5,4.69,4.26,-0.66
Carlos Becker 885,ARG,DF,Monaco,Ligue 1,23,1563,33,0,3,3,0,0,2.38,0.79,2.38,3.17,40,102,24,0.0,0.17,0.14,4,0,0,2,Defensor Ofensivo,27.4,5.99,3.88,-2.38
Luis Müller 886,COL,FW,Monaco,Ligue 1,22,1680,24,9,6,15,6,3,6.78,0.21,4.5,4.71,55,46,191,0.48,0.32,0.36,0,0,1,0,Delantero Goleador,70.3,7.78,14.53,2.22
Antoine Martinez 887,ARG,MF,Marseille,Ligue 1,32,934,33,3,11,14,3,0,2.75,3.76,2.75,6.51,78,153,132,0.29,1.06,0.26,2,0,1,1,Mediocampista Creativo,87.7,8.41,11.9,0.25
Kai Fischer 888,NED,FW,Marseille,Ligue 1,30,778,14,10,4,14,10,0,2.49,3.61,2.49,6.1,124,50,168,1.16,0.46,0.29,0,0,1,0,Delantero Goleador,83.5,10.34,13.3,7.51
Jude Rossi 889,BRA,MF,Marseille,Ligue 1,29,630,9,4,7,11,4,0,1.03,3.42,1.03,4.45,91,237,108,0.57,1.0,0.15,4,0,1,1,Mediocampista Creativo,80.0,8.67,10.45,2.97
Vinicius Rodríguez 890,ARG,MF,Marseille,Ligue 1,30,390,10,6,10,16,6,0,14.02,21.93,14.02,35.95,42,251,101,1.38,2.31,3.24,2,0,0,1,Mediocampista Creativo,194.0,12.58,14.53,-8.02
Erling Schneider 891,MAR,MF,Marseille,Ligue 1,26,192,5,6,6,12,6,0,9.21,0.46,9.21,9.67,86,197,105,2.81,2.81,4.32,5,0,0,1,Mediocampista Creativo,95.6,10.09,11.88,-3.21
Kylian Dupont 892,FRA,DF,Marseille,Ligue 1,31,462,14,2,2,4,2,0,1.1,1.35,1.1,2.45,53,119,35,0.39,0.39,0.21,6,0,1,2,Defensor Ofensivo,32.9,6.14,3.93,0.9
Pedri Hernández 893,ARG,DF,Marseille,Ligue 1,27,1089,16,2,2,4,2,0,0.32,2.29,0.32,2.61,38,108,78,0.17,0.17,0.03,2,0,1,2,Defensor Ofensivo,36.6,5.43,4.02,1.68
Gavi Meyer 894,MAR,FW,Marseille,Ligue 1,29,261,11,14,7,21,14,0,2.51,4.4,2.51,6.91,180,84,154,4.83,2.41,0.87,1,0,1,0,Delantero Goleador,146.9,13.23,18.64,11.49
Bukayo Silva 895,POL,DF,Marseille,Ligue 1,24,612,14,2,2,4,2,0,0.25,0.68,0.25,0.93,39,86,65,0.29,0.29,0.04,4,0,1,2,Defensor Ofensivo,43.4,5.06,3.84,1.75
Trent González 896,ARG,MF,Marseille,Ligue 1,26,352,21,4,6,10,4,0,1.72,1.84,1.72,3.56,127,115,145,1.02,1.53,0.44,2,0,1,0,Delantero Goleador,115.3,10.07,10.97,2.28
Phil Weber 897,GER,MF,Marseille,Ligue 1,24,268,6,6,3,9,6,0,13.29,4.89,13.29,18.18,102,166,115,2.01,1.01,4.46,2,0,0,1,Mediocampista Creativo,111.4,12.63,9.49,-7.29
Harry Santos 898,BEL,DF,Marseille,Ligue 1,19,305,5,1,4,5,1,0,2.8,2.23,2.8,5.03,33,35,41,0.3,1.18,0.83,3,0,0,2,Defensor Ofensivo,23.4,5.5,4.85,-1.8
Son Pérez 899,POR,DF,Marseille,Ligue 1,25,822,29,2,0,2,2,0,1.1,2.59,1.1,3.69,18,145,70,0.22,0.0,0.12,3,0,1,2,Defensor Ofensivo,14.5,4.72,2.91,0.9
Bruno Smith 900,SEN,MF,Marseille,Ligue 1,28,429,9,2,6,8,2,0,0.81,11.24,0.81,12.05,76,70,139,0.42,1.26,0.17,5,0,1,2,Defensor Ofensivo,86.7,8.54,7.87,1.19
Kevin López 901,SEN,MF,Marseille,Ligue 1,22,898,18,5,4,9,5,0,14.95,20.15,14.95,35.1,42,220,69,0.5,0.4,1.5,4,0,0,1,Mediocampista Creativo,109.0,12.62,9.9,-9.95
Robert Wagner 902,COL,DF,Marseille,Ligue 1,23,185,5,3,2,5,3,0,2.52,1.2,2.52,3.72,53,45,51,1.46,0.97,1.23,2,0,1,2,Defensor Ofensivo,19.8,6.27,5.47,0.48
Luca Garcia 903,ESP,MF,Marseille,Ligue 1,30,1196,28,3,7,10,3,0,13.56,4.87,13.56,18.43,136,112,116,0.23,0.53,1.02,1,0,0,0,Delantero Goleador,122.1,14.5,12.55,-10.56
Marco Fernández 904,POL,DF,Marseille,Ligue 1,24,1170,27,0,5,5,0,0,3.69,3.79,3.69,7.48,41,105,69,0.0,0.38,0.28,3,0,0,2,Defensor Ofensivo,46.9,6.76,5.3,-3.69
James Becker 905,ITA,MF,Marseille,Ligue 1,22,490,11,9,8,17,9,0,1.14,10.42,1.14,11.56,82,132,86,1.65,1.47,0.21,0,0,1,0,Delantero Goleador,157.3,8.99,14.04,7.86
Carlos Müller 906,ARG,DF,Lyon,Ligue 1,27,992,32,2,1,3,2,0,0.24,0.29,0.24,0.53,52,89,68,0.18,0.09,0.02,2,0,1,2,Defensor Ofensivo,13.1,5.75,3.68,1.76
Luis Martinez 907,POR,MF,Lyon,Ligue 1,20,658,22,5,11,16,5,0,1.79,2.04,1.79,3.83,73,297,127,0.68,1.5,0.24,5,0,1,1,Mediocampista Creativo,144.6,7.93,13.95,3.21
Antoine Fischer 908,NGR,DF,Lyon,Ligue 1,22,2322,27,1,1,2,1,0,0.13,0.26,0.13,0.39,49,115,32,0.04,0.04,0.01,2,0,1,2,Defensor Ofensivo,34.2,5.94,2.97,0.87
Jude Rodríguez 910,URU,MF,Lyon,Ligue 1,28,1088,32,5,5,10,5,0,6.11,6.78,6.11,12.89,66,292,48,0.41,0.41,0.51,3,0,0,1,Mediocampista Creativo,54.9,9.59,10.92,-1.11
Vinicius Schneider 911,NED,FW,Lyon,Ligue 1,26,1801,30,11,4,15,10,1,1.51,0.95,0.75,1.7,136,24,185,0.55,0.2,0.08,2,0,1,0,Delantero Goleador,126.3,10.45,15.19,9.49
Erling Dupont 912,URU,FW,Lyon,Ligue 1,33,932,20,9,7,16,7,2,8.95,2.58,7.43,10.01,77,99,160,0.87,0.68,0.86,3,0,1,0,Delantero Goleador,200.0,9.81,14.96,0.05
Kylian Hernández 913,BEL,FW,Lyon,Ligue 1,21,1662,23,8,6,14,7,1,9.95,1.79,9.19,10.98,165,94,143,0.43,0.32,0.54,1,0,0,0,Delantero Goleador,74.0,14.55,14.0,-1.95
Pedri Meyer 914,ITA,DF,Lyon,Ligue 1,25,191,5,3,3,6,3,0,1.05,0.48,1.05,1.53,55,130,57,1.41,1.41,0.49,3,0,1,2,Defensor Ofensivo,37.0,6.07,4.76,1.95
Gavi Silva 915,FRA,DF,Lyon,Ligue 1,20,957,29,4,2,6,4,0,0.57,0.23,0.57,0.8,58,26,34,0.38,0.19,0.05,8,0,1,2,Defensor Ofensivo,26.0,5.97,5.44,3.43
Bukayo González 916,ENG,DF,Lyon,Ligue 1,21,448,20,3,2,5,3,0,0.64,6.32,0.64,6.96,76,129,48,0.6,0.4,0.13,3,0,1,2,Defensor Ofensivo,45.3,7.92,4.32,2.36
Trent Weber 917,NED,DF,Lyon,Ligue 1,23,295,7,2,1,3,2,0,0.96,2.59,0.96,3.55,10,21,72,0.61,0.31,0.29,3,0,1,2,Defensor Ofensivo,13.6,3.85,3.36,1.04
Phil Santos 918,URU,MF,Lyon,Ligue 1,30,596,16,2,5,7,2,0,9.01,19.55,9.01,28.56,137,78,57,0.3,0.76,1.36,1,0,0,0,Delantero Goleador,70.3,15.2,9.13,-7.01
Harry Pérez 919,SEN,MF,Lyon,Ligue 1,17,1155,27,7,3,10,7,0,1.17,11.12,1.17,12.29,92,84,94,0.55,0.23,0.09,6,0,1,0,Delantero Goleador,106.2,9.64,11.16,5.83
Son Smith 920,BRA,FW,Lyon,Ligue 1,25,731,19,9,9,18,7,2,2.77,0.63,1.25,1.88,45,109,139,1.11,1.11,0.34,2,0,1,0,Delantero Goleador,200.0,6.15,14.07,6.23
Bruno López 921,ESP,MF,Lyon,Ligue 1,26,1206,25,4,5,9,4,0,0.64,1.04,0.64,1.68,136,297,114,0.3,0.37,0.05,3,0,1,1,Mediocampista Creativo,103.8,10.75,9.71,3.36
Kevin Wagner 922,ITA,DF,Lyon,Ligue 1,31,783,29,1,0,1,1,0,2.0,0.08,2.0,2.08,62,87,18,0.11,0.0,0.23,6,0,0,2,Defensor Ofensivo,24.1,6.66,2.12,-1.0
Robert Garcia 923,NGR,DF,Lyon,Ligue 1,36,1205,26,1,1,2,1,0,0.24,1.79,0.24,2.03,56,21,79,0.07,0.07,0.02,1,0,1,2,Defensor Ofensivo,35.1,6.05,3.66,0.76
Luca Fernández 924,ITA,FW,Lyon,Ligue 1,25,1046,17,11,10,21,10,1,11.68,5.55,10.92,16.47,111,97,133,0.95,0.86,1.0,1,0,0,0,Delantero Goleador,200.0,12.74,18.28,-0.68
Marco Becker 925,COL,DF,Lyon,Ligue 1,21,177,11,1,4,5,1,0,0.78,0.74,0.78,1.52,13,61,15,0.51,2.03,0.4,6,0,1,2,Defensor Ofensivo,23.3,3.75,4.41,0.22
James Müller 926,CRO,MF,Lyon,Ligue 1,29,1248,33,6,7,13,6,0,7.59,1.85,7.59,9.44,72,131,65,0.43,0.5,0.55,3,0,0,1,Mediocampista Creativo,68.2,9.22,11.97,-1.59
Luis Fischer 928,COL,MF,Lyon,Ligue 1,27,467,25,5,5,10,5,0,1.69,14.12,1.69,15.81,80,54,51,0.96,0.96,0.33,3,0,1,0,Delantero Goleador,88.1,9.39,9.89,3.31
Antoine Rossi 929,NED,MF,Lyon,Ligue 1,25,426,8,4,7,11,4,0,0.56,1.11,0.56,1.67,48,214,166,0.85,1.48,0.12,4,0,1,1,Mediocampista Creativo,49.7,5.93,10.0,3.44
Kai Rodríguez 930,SEN,MF,Lyon,Ligue 1,24,1956,32,4,9,13,4,0,3.52,5.83,3.52,9.35,44,68,49,0.18,0.41,0.16,5,0,1,0,Delantero Goleador,38.2,7.26,10.87,0.48
Jude Schneider 931,COL,FW,Lille,Ligue 1,26,965,20,14,6,20,14,0,0.08,4.98,0.08,5.06,178,111,192,1.31,0.56,0.01,1,0,1,0,Delantero Goleador,200.0,12.76,18.99,13.92
Vinicius Dupont 932,FRA,MF,Lille,Ligue 1,29,564,24,5,8,13,5,0,0.98,10.01,0.98,10.99,52,80,63,0.8,1.28,0.16,4,0,1,0,Delantero Goleador,34.7,7.26,10.68,4.02
Kylian Meyer 934,POR,DF,Lille,Ligue 1,29,1566,33,3,1,4,3,0,5.57,1.68,5.57,7.25,69,72,70,0.17,0.06,0.32,4,0,0,2,Defensor Ofensivo,59.7,8.4,7.05,-2.57
Pedri Silva 935,MAR,FW,Lille,Ligue 1,30,727,23,10,3,13,9,1,4.59,1.1,3.83,4.93,86,26,176,1.24,0.37,0.57,1,0,1,0,Delantero Goleador,75.6,8.58,13.35,5.41
Gavi González 936,BRA,FW,Lille,Ligue 1,32,563,11,7,4,11,6,1,9.14,2.92,8.38,11.3,186,45,113,1.12,0.64,1.46,2,0,0,0,Delantero Goleador,102.3,15.16,12.44,-2.14
Bukayo Weber 937,FRA,MF,Lille,Ligue 1,24,959,28,3,6,9,3,0,6.46,2.9,6.46,9.36,118,141,72,0.28,0.56,0.61,2,0,0,1,Mediocampista Creativo,60.8,11.32,8.8,-3.46
Trent Santos 938,SEN,FW,Lille,Ligue 1,18,1116,16,17,3,20,17,0,34.63,8.46,34.63,43.09,80,101,161,1.37,0.24,2.79,1,0,0,0,Delantero Goleador,200.0,18.11,17.71,-17.63
