Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,market_value_eur_M
Pedri Meyer 914,ITA,DF,Lyon,Ligue 1,25,5,3,191,3,3,6,3,0,0,3,0,1.05,1.05,0.48,1.53,55,130,57,1.41,1.41,0.49,37.0
Gavi Silva 915,FRA,DF,Lyon,Ligue 1,20,29,0,957,4,2,6,4,0,0,8,0,0.57,0.57,0.23,0.8,58,26,34,0.38,0.19,0.05,26.0
Bukayo González 916,ENG,DF,Lyon,Ligue 1,21,20,4,448,3,2,5,3,0,0,3,0,0.64,0.64,6.32,6.96,76,129,48,0.6,0.4,0.13,45.3
Trent Weber 917,NED,DF,Lyon,Ligue 1,23,7,4,295,2,1,3,2,0,0,3,0,0.96,0.96,2.59,3.55,10,21,72,0.61,0.31,0.29,13.6
Phil Santos 918,URU,MF,Lyon,Ligue 1,30,16,3,596,2,5,7,2,0,0,1,0,9.01,9.01,19.55,28.56,137,78,57,0.3,0.76,1.36,70.3
Harry Pérez 919,SEN,MF,Lyon,Ligue 1,17,27,3,1155,7,3,10,7,0,0,6,0,1.17,1.17,11.12,12.29,92,84,94,0.55,0.23,0.09,106.2
Son Smith 920,BRA,FW,Lyon,Ligue 1,25,19,1,731,9,9,18,7,2,2,2,0,2.77,1.25,0.63,1.88,45,109,139,1.11,1.11,0.34,200.0
Bruno López 921,ESP,MF,Lyon,Ligue 1,26,25,7,1206,4,5,9,4,0,0,3,0,0.64,0.64,1.04,1.68,136,297,114,0.3,0.37,0.05,103.8
Kevin Wagner 922,ITA,DF,Lyon,Ligue 1,31,29,3,783,1,0,1,1,0,0,6,0,2.0,2.0,0.08,2.08,62,87,18,0.11,0.0,0.23,24.1
Robert Garcia 923,NGR,DF,Lyon,Ligue 1,36,26,15,1205,1,1,2,1,0,1,1,0,0.24,0.24,1.79,2.03,56,21,79,0.07,0.07,0.02,35.1
Luca Fernández 924,ITA,FW,Lyon,Ligue 1,25,17,7,1046,11,10,21,10,1,1,1,0,11.68,10.92,5.55,16.47,111,97,133,0.95,0.86,1.0,200.0
Marco Becker 925,COL,DF,Lyon,Ligue 1,21,11,1,177,1,4,5,1,0,0,6,0,0.78,0.78,0.74,1.52,13,61,15,0.51,2.03,0.4,23.3
James Müller 926,CRO,MF,Lyon,Ligue 1,29,33,9,1248,6,7,13,6,0,0,3,0,7.59,7.59,1.85,9.44,72,131,65,0.43,0.5,0.55,68.2
Carlos Martinez 927,COL,GK,Lyon,Ligue 1,23,23,18,1306,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0,15,7,0.0,0.0,0.0,10.5
Luis Fischer 928,COL,MF,Lyon,Ligue 1,27,25,3,467,5,5,10,5,0,0,3,0,1.69,1.69,14.12,15.81,80,54,51,0.96,0.96,0.33,88.1
Antoine Rossi 929,NED,MF,Lyon,Ligue 1,25,8,5,426,4,7,11,4,0,0,4,0,0.56,0.56,1.11,1.67,48,214,166,0.85,1.48,0.12,49.7
Kai Rodríguez 930,SEN,MF,Lyon,Ligue 1,24,32,28,1956,4,9,13,4,0,0,5,0,3.52,3.52,5.83,9.35,44,68,49,0.18,0.41,0.16,38.2
Jude Schneider 931,COL,FW,Lille,Ligue 1,26,20,7,965,14,6,20,14,0,0,1,0,0.08,0.08,4.98,5.06,178,111,192,1.31,0.56,0.01,200.0
Vinicius Dupont 932,FRA,MF,Lille,Ligue 1,29,24,3,564,5,8,13,5,0,0,4,0,0.98,0.98,10.01,10.99,52,80,63,0.8,1.28,0.16,34.7
Erling Hernández 933,ARG,GK,Lille,Ligue 1,25,20,2,370,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,22,2,0.0,0.0,0.0,15.7
Kylian Meyer 934,POR,DF,Lille,Ligue 1,29,33,10,1566,3,1,4,3,0,0,4,0,5.57,5.57,1.68,7.25,69,72,70,0.17,0.06,0.32,59.7
Pedri Silva 935,MAR,FW,Lille,Ligue 1,30,23,1,727,10,3,13,9,1,1,1,0,4.59,3.83,1.1,4.93,86,26,176,1.24,0.37,0.57,75.6
Gavi González 936,BRA,FW,Lille,Ligue 1,32,11,10,563,7,4,11,6,1,1,2,0,9.14,8.38,2.92,11.3,186,45,113,1.12,0.64,1.46,102.3
Bukayo Weber 937,FRA,MF,Lille,Ligue 1,24,28,7,959,3,6,9,3,0,0,2,0,6.46,6.46,2.9,9.36,118,141,72,0.28,0.56,0.61,60.8
Trent Santos 938,SEN,FW,Lille,Ligue 1,18,16,11,1116,17,3,20,17,0,0,1,0,34.63,34.63,8.46,43.09,80,101,161,1.37,0.24,2.79,200.0
Phil Pérez 939,ARG,DF,Lille,Ligue 1,32,6,5,444,1,1,2,1,0,0,4,0,0.41,0.41,0.39,0.8,70,66,23,0.2,0.2,0.08,14.4
Harry Smith 940,ESP,MF,Lille,Ligue 1,19,21,14,1001,5,7,12,5,0,0,4,0,1.17,1.17,1.63,2.8,139,101,73,0.45,0.63,0.11,97.1
Son López 941,SEN,MF,Lille,Ligue 1,27,10,6,502,6,3,9,6,0,0,2,0,6.81,6.81,5.4,12.21,136,233,147,1.08,0.54,1.22,119.9
Bruno Wagner 942,ITA,MF,Lille,Ligue 1,23,23,23,1656,4,5,9,4,0,1,4,0,0.81,0.81,3.35,4.16,42,85,109,0.22,0.27,0.04,49.1
Kevin Garcia 943,POR,GK,Lille,Ligue 1,26,15,1,442,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0,5.0
Robert Fernández 944,BEL,MF,Lille,Ligue 1,29,30,19,1082,1,9,10,1,0,0,4,0,2.13,2.13,3.38,5.51,133,83,63,0.08,0.75,0.18,50.5
Luca Becker 945,SEN,FW,Lille,Ligue 1,26,18,15,1248,18,4,22,18,0,0,2,0,14.71,14.71,10.03,24.74,48,118,200,1.3,0.29,1.06,200.0
Marco Müller 946,NED,FW,Lille,Ligue 1,32,20,8,888,14,4,18,13,1,1,1,0,26.59,25.83,0.02,25.85,195,60,125,1.42,0.41,2.69,200.0
James Martinez 947,POL,DF,Lille,Ligue 1,25,33,11,1078,1,3,4,1,0,0,6,0,0.56,0.56,0.15,0.71,21,125,71,0.08,0.25,0.05,13.4
Carlos Fischer 948,ENG,MF,Lille,Ligue 1,27,14,4,564,5,5,10,5,0,0,5,0,2.76,2.76,1.19,3.95,97,292,108,0.8,0.8,0.44,93.1
Luis Rossi 949,COL,MF,Lille,Ligue 1,33,13,3,572,1,5,6,1,0,0,5,0,22.24,22.24,0.02,22.26,147,227,111,0.16,0.79,3.5,46.4
Antoine Rodríguez 950,BRA,DF,Lille,Ligue 1,28,27,24,1965,3,4,7,3,0,0,3,0,1.71,1.71,0.63,2.34,70,115,62,0.14,0.18,0.08,19.9
Kai Schneider 951,MAR,DF,Lille,Ligue 1,21,22,12,998,1,0,1,1,0,0,1,0,1.03,1.03,4.81,5.84,56,112,53,0.09,0.0,0.09,23.6
Jude Dupont 952,CRO,DF,Lille,Ligue 1,19,8,8,416,0,1,1,0,0,0,0,0,1.03,1.03,5.5,6.53,76,112,66,0.0,0.22,0.22,21.8
Vinicius Hernández 953,FRA,MF,Nice,Ligue 1,25,18,4,572,6,8,14,6,0,0,7,0,3.15,3.15,15.05,18.2,148,155,122,0.94,1.26,0.5,149.9
Erling Meyer 954,BRA,FW,Nice,Ligue 1,25,7,2,302,13,6,19,12,1,1,1,0,7.79,7.03,10.83,17.86,130,45,190,3.87,1.79,2.32,199.9
Kylian Silva 955,ITA,MF,Nice,Ligue 1,20,18,12,720,6,5,11,6,0,1,5,0,3.29,3.29,0.74,4.03,87,212,109,0.75,0.62,0.41,99.6
Pedri González 956,GER,MF,Nice,Ligue 1,33,11,2,352,3,5,8,3,0,0,8,0,1.8,1.8,2.62,4.42,116,56,155,0.77,1.28,0.46,42.6
Gavi Weber 957,NGR,FW,Nice,Ligue 1,27,16,4,668,12,3,15,11,1,1,1,0,7.64,6.88,2.88,9.76,51,66,85,1.62,0.4,1.03,123.3
Bukayo Santos 958,SEN,GK,Nice,Ligue 1,26,10,5,500,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,10,4,0.0,0.0,0.0,12.0
Trent Pérez 959,COL,FW,Nice,Ligue 1,24,20,20,1580,7,9,16,7,0,0,1,0,1.19,1.19,7.44,8.63,108,77,201,0.4,0.51,0.07,89.5
Phil Smith 960,CRO,DF,Nice,Ligue 1,30,27,8,843,0,3,3,0,0,0,3,0,0.22,0.22,0.69,0.91,21,51,56,0.0,0.32,0.02,27.1
Harry López 961,MAR,DF,Nice,Ligue 1,21,31,13,1191,1,1,2,1,0,1,3,0,2.5,2.5,3.21,5.71,71,98,56,0.08,0.08,0.19,17.7
Son Wagner 962,ENG,GK,Nice,Ligue 1,29,15,13,735,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,11,3,0.0,0.0,0.0,4.8
Bruno Garcia 963,MAR,MF,Nice,Ligue 1,31,12,10,734,6,7,13,6,0,0,3,0,1.47,1.47,1.18,2.65,78,53,129,0.74,0.86,0.18,57.6
Kevin Fernández 964,POL,FW,Nice,Ligue 1,26,21,7,686,7,2,9,6,1,1,3,0,6.22,5.46,3.17,8.63,77,64,164,0.92,0.26,0.82,60.3
Robert Becker 965,MAR,FW,Nice,Ligue 1,24,26,6,736,11,5,16,11,0,0,2,0,0.34,0.34,6.41,6.75,134,74,68,1.35,0.61,0.04,148.6
Luca Müller 966,POR,MF,Nice,Ligue 1,29,26,21,1970,7,8,15,7,0,0,2,0,0.96,0.96,11.98,12.94,81,188,47,0.32,0.37,0.04,112.4
Marco Martinez 967,GER,FW,Nice,Ligue 1,28,16,4,664,18,7,25,18,0,0,2,1,22.57,22.57,17.68,40.25,158,26,131,2.44,0.95,3.06,200.0
James Fischer 968,BRA,DF,Nice,Ligue 1,28,5,2,213,1,3,4,1,0,1,1,0,4.62,4.62,0.22,4.84,45,143,18,0.42,1.27,1.95,14.3
Carlos Rossi 969,POR,MF,Nice,Ligue 1,23,30,8,872,6,5,11,6,0,0,1,0,1.49,1.49,3.55,5.04,146,133,152,0.62,0.52,0.15,107.1
Luis Rodríguez 970,GER,MF,Nice,Ligue 1,24,14,7,805,5,3,8,5,0,0,2,0,5.53,5.53,0.9,6.43,122,90,126,0.56,0.34,0.62,61.1
Antoine Schneider 971,ENG,FW,Nice,Ligue 1,26,20,3,599,8,4,12,7,1,1,2,0,12.39,11.63,7.43,19.06,51,73,110,1.2,0.6,1.86,106.9
Kai Dupont 972,MAR,DF,Nice,Ligue 1,24,23,5,497,0,2,2,0,0,0,1,0,1.16,1.16,8.16,9.32,51,35,31,0.0,0.36,0.21,9.7
Jude Hernández 973,ESP,MF,Nice,Ligue 1,28,18,5,859,2,3,5,2,0,0,1,0,3.52,3.52,1.39,4.91,99,198,156,0.21,0.31,0.37,73.6
Vinicius Meyer 974,ENG,DF,Nice,Ligue 1,22,31,0,527,0,5,5,0,0,1,2,0,0.39,0.39,0.06,0.45,57,86,34,0.0,0.85,0.07,42.2
Erling Silva 975,ARG,FW,Nice,Ligue 1,26,12,9,504,8,6,14,5,3,3,2,0,16.75,14.47,4.66,19.13,131,59,127,1.43,1.07,2.99,97.1
Kylian González 976,ENG,GK,Rennes,Ligue 1,25,22,21,1051,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,6,0.0,0.0,0.0,12.2
Pedri Weber 977,NGR,GK,Rennes,Ligue 1,29,22,8,580,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,12,5,0.0,0.0,0.0,10.3
Gavi Santos 978,ARG,DF,Rennes,Ligue 1,23,28,21,1869,1,1,2,1,0,0,3,0,3.22,3.22,0.93,4.15,43,95,25,0.05,0.05,0.16,21.2
Bukayo Pérez 979,NGR,FW,Rennes,Ligue 1,20,32,12,1288,6,3,9,6,0,0,1,0,5.11,5.11,6.24,11.35,178,30,204,0.42,0.21,0.36,68.0
Trent Smith 980,SEN,DF,Rennes,Ligue 1,18,5,4,332,2,2,4,2,0,0,1,0,1.95,1.95,1.44,3.39,40,146,39,0.54,0.54,0.53,20.7
Phil López 981,COL,MF,Rennes,Ligue 1,22,8,1,309,4,3,7,4,0,0,3,0,4.32,4.32,3.95,8.27,38,92,43,1.17,0.87,1.26,47.8
Harry Wagner 982,BRA,MF,Rennes,Ligue 1,26,7,5,320,3,4,7,3,0,0,1,0,6.4,6.4,6.87,13.27,77,95,85,0.84,1.12,1.8,41.6
Son Garcia 983,BEL,DF,Rennes,Ligue 1,26,9,8,411,2,2,4,2,0,1,3,0,1.53,1.53,0.07,1.6,22,78,47,0.44,0.44,0.34,46.7
Bruno Fernández 984,ARG,MF,Rennes,Ligue 1,21,13,2,366,1,4,5,1,0,1,3,0,5.12,5.12,10.63,15.75,131,87,143,0.25,0.98,1.26,37.9
Kevin Becker 985,POL,DF,Rennes,Ligue 1,29,13,9,555,0,5,5,0,0,1,4,0,2.2,2.2,0.15,2.35,26,22,64,0.0,0.81,0.36,18.4
Robert Müller 986,BRA,DF,Rennes,Ligue 1,22,11,7,485,0,0,0,0,0,0,3,0,0.94,0.94,1.61,2.55,42,121,20,0.0,0.0,0.17,20.4
Luca Martinez 987,BEL,DF,Rennes,Ligue 1,34,14,1,298,2,4,6,2,0,0,2,0,3.46,3.46,2.15,5.61,51,49,15,0.6,1.21,1.04,35.7
Marco Fischer 988,NED,FW,Rennes,Ligue 1,32,25,10,755,13,5,18,13,0,0,1,0,7.87,7.87,8.3,16.17,76,97,180,1.55,0.6,0.94,200.0
James Rossi 989,ENG,FW,Rennes,Ligue 1,24,27,22,1464,17,6,23,14,3,3,3,0,2.45,0.17,3.01,3.18,136,22,210,1.05,0.37,0.15,130.6
Carlos Rodríguez 990,MAR,MF,Rennes,Ligue 1,25,18,9,945,3,7,10,3,0,0,3,0,4.38,4.38,13.61,17.99,145,281,74,0.29,0.67,0.42,69.3
Luis Schneider 991,MAR,MF,Rennes,Ligue 1,30,30,9,1152,4,5,9,4,0,0,1,0,2.33,2.33,4.82,7.15,61,200,179,0.31,0.39,0.18,33.8
Antoine Dupont 992,NED,DF,Rennes,Ligue 1,24,9,9,630,2,2,4,2,0,0,5,0,1.98,1.98,1.25,3.23,57,96,46,0.29,0.29,0.28,32.7
Kai Hernández 993,POL,DF,Rennes,Ligue 1,17,31,26,1807,3,3,6,3,0,0,2,0,2.89,2.89,1.49,4.38,69,48,79,0.15,0.15,0.14,18.4
Jude Meyer 994,FRA,DF,Rennes,Ligue 1,30,20,10,850,2,2,4,2,0,0,3,0,7.34,7.34,2.98,10.32,76,44,70,0.21,0.21,0.78,48.2
Vinicius Silva 995,COL,MF,Rennes,Ligue 1,25,8,6,392,6,9,15,6,0,0,5,0,0.9,0.9,2.94,3.84,44,138,77,1.38,2.07,0.21,106.5
Erling González 996,POR,MF,Rennes,Ligue 1,27,29,4,631,7,7,14,7,0,1,1,0,0.07,0.07,2.41,2.48,94,115,150,1.0,1.0,0.01,146.5
Kylian Weber 997,POL,FW,Rennes,Ligue 1,22,22,13,1469,6,2,8,4,2,2,0,0,16.38,14.86,0.54,15.4,195,98,78,0.37,0.12,1.0,182.0
Pedri Santos 998,BRA,MF,Rennes,Ligue 1,21,16,6,680,3,5,8,3,0,0,2,0,3.88,3.88,8.26,12.14,40,287,61,0.4,0.66,0.51,51.9
Gavi Pérez 999,ITA,DF,Rennes,Ligue 1,22,21,1,307,2,3,5,2,0,0,2,0,1.64,1.64,0.4,2.04,14,114,71,0.59,0.88,0.48,42.4
Bukayo Smith 1000,BRA,DF,Lens,Ligue 1,27,31,9,1201,2,1,3,2,0,0,4,0,1.68,1.68,0.12,1.8,69,78,60,0.15,0.07,0.13,25.6
Trent López 1001,ITA,MF,Lens,Ligue 1,22,11,10,649,3,7,10,3,0,0,3,0,4.29,4.29,7.27,11.56,108,171,113,0.42,0.97,0.59,108.7
Phil Wagner 1002,POR,FW,Lens,Ligue 1,28,18,12,786,17,4,21,17,0,1,3,0,14.8,14.8,0.65,15.45,62,99,129,1.95,0.46,1.69,102.9
Harry Garcia 1003,POL,MF,Lens,Ligue 1,26,5,4,292,2,5,7,2,0,0,2,0,0.31,0.31,4.38,4.69,58,157,55,0.62,1.54,0.1,72.7
Son Fernández 1004,BEL,DF,Lens,Ligue 1,17,13,6,748,0,1,1,0,0,0,3,0,1.46,1.46,0.22,1.68,42,106,78,0.0,0.12,0.18,14.3
Bruno Becker 1005,MAR,FW,Lens,Ligue 1,21,17,7,682,7,2,9,5,2,3,0,0,10.33,8.81,8.38,17.19,62,44,213,0.92,0.26,1.36,144.0
Kevin Müller 1006,BRA,DF,Lens,Ligue 1,22,17,3,827,1,4,5,1,0,0,2,0,1.48,1.48,1.09,2.57,53,144,68,0.11,0.44,0.16,43.1
Robert Martinez 1007,COL,DF,Lens,Ligue 1,17,18,13,1026,0,4,4,0,0,0,4,0,0.96,0.96,1.64,2.6,78,32,62,0.0,0.35,0.08,23.4
Luca Fischer 1008,FRA,MF,Lens,Ligue 1,26,6,2,280,3,3,6,3,0,0,3,0,0.18,0.18,11.76,11.94,84,227,76,0.96,0.96,0.06,27.5
Marco Rossi 1009,NED,DF,Lens,Ligue 1,28,9,7,385,1,0,1,1,0,0,3,0,0.6,0.6,2.74,3.34,21,47,75,0.23,0.0,0.14,28.7
James Rodríguez 1010,NGR,MF,Lens,Ligue 1,24,28,6,682,2,6,8,2,0,0,5,0,11.18,11.18,1.86,13.04,116,177,94,0.26,0.79,1.48,73.5
Carlos Schneider 1011,SEN,MF,Lens,Ligue 1,26,12,12,984,1,3,4,1,0,0,6,0,5.54,5.54,15.04,20.58,140,163,93,0.09,0.27,0.51,76.1
Luis Dupont 1012,COL,FW,Lens,Ligue 1,26,17,8,898,12,8,20,12,0,0,3,0,4.54,4.54,0.54,5.08,43,102,170,1.2,0.8,0.46,200.0
Antoine Hernández 1013,SEN,FW,Lens,Ligue 1,27,22,3,976,17,3,20,16,1,2,0,0,27.19,26.43,2.01,28.44,118,78,89,1.57,0.28,2.51,169.3
Kai Meyer 1014,SEN,MF,Lens,Ligue 1,28,15,6,774,2,8,10,2,0,1,8,0,0.69,0.69,0.17,0.86,56,74,122,0.23,0.93,0.08,63.2
Jude Silva 1015,POR,MF,Lens,Ligue 1,26,26,21,1621,2,8,10,2,0,1,4,1,5.14,5.14,1.66,6.8,114,178,40,0.11,0.44,0.29,52.4
Vinicius González 1016,CRO,GK,Lens,Ligue 1,27,13,6,401,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,5,0.0,0.0,0.0,11.1
Erling Weber 1017,COL,DF,Lens,Ligue 1,22,22,5,881,1,1,2,1,0,1,3,0,2.22,2.22,3.25,5.47,79,106,16,0.1,0.1,0.23,12.9
Kylian Santos 1018,FRA,MF,Lens,Ligue 1,25,33,5,1346,7,6,13,7,0,0,3,0,3.35,3.35,0.93,4.28,122,273,72,0.47,0.4,0.22,114.0
Pedri Pérez 1019,ENG,FW,Strasbourg,Ligue 1,23,26,20,1246,10,0,10,10,0,1,0,0,2.19,2.19,5.42,7.61,100,31,149,0.72,0.0,0.16,148.6
Gavi Smith 1020,BEL,FW,Strasbourg,Ligue 1,30,14,11,645,11,6,17,11,0,0,1,0,11.6,11.6,7.73,19.33,145,99,205,1.53,0.84,1.62,200.0
Bukayo López 1021,POR,GK,Strasbourg,Ligue 1,29,7,6,345,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,11,6,0.0,0.0,0.0,4.7
Trent Wagner 1022,POL,GK,Strasbourg,Ligue 1,22,5,3,245,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,29,0,0.0,0.0,0.0,11.6
Phil Garcia 1023,CRO,DF,Strasbourg,Ligue 1,28,23,7,647,1,1,2,1,0,0,1,0,1.7,1.7,3.96,5.66,54,33,21,0.14,0.14,0.24,19.3
Harry Fernández 1024,ARG,MF,Strasbourg,Ligue 1,26,21,15,1116,7,6,13,7,0,0,4,0,8.0,8.0,2.52,10.52,57,286,171,0.56,0.48,0.65,141.4
Son Becker 1025,BRA,FW,Strasbourg,Ligue 1,18,30,21,1704,13,6,19,12,1,1,0,0,3.37,2.61,0.82,3.43,73,115,189,0.69,0.32,0.18,200.0
Bruno Müller 1026,BRA,FW,Strasbourg,Ligue 1,30,26,23,1275,10,4,14,10,0,0,0,0,8.23,8.23,2.87,11.1,121,116,201,0.71,0.28,0.58,200.0
Kevin Martinez 1027,MAR,MF,Strasbourg,Ligue 1,19,8,5,473,1,10,11,1,0,0,3,1,3.33,3.33,1.86,5.19,58,115,144,0.19,1.9,0.63,48.0
Robert Fischer 1028,ITA,MF,Strasbourg,Ligue 1,23,29,26,2011,4,2,6,4,0,0,1,0,0.52,0.52,4.22,4.74,144,229,50,0.18,0.09,0.02,34.3
Luca Rossi 1029,NED,DF,Strasbourg,Ligue 1,24,28,26,1280,1,2,3,1,0,0,0,0,0.31,0.31,5.71,6.02,47,111,72,0.07,0.14,0.02,29.8
Marco Rodríguez 1030,FRA,FW,Strasbourg,Ligue 1,27,7,1,202,14,3,17,14,0,1,1,0,7.95,7.95,2.25,10.2,43,78,205,6.24,1.34,3.54,115.1
James Schneider 1031,FRA,MF,Strasbourg,Ligue 1,22,30,27,1506,5,6,11,5,0,0,4,0,2.79,2.79,1.66,4.45,107,242,64,0.3,0.36,0.17,131.0
Carlos Dupont 1032,SEN,GK,Strasbourg,Ligue 1,27,10,7,637,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,0.0,14.9
Luis Hernández 1033,NGR,MF,Strasbourg,Ligue 1,22,33,0,1188,3,4,7,3,0,1,2,0,15.0,15.0,6.8,21.8,50,191,73,0.23,0.3,1.14,86.0
Antoine Meyer 1034,ARG,FW,Strasbourg,Ligue 1,24,16,1,313,10,4,14,10,0,1,0,0,26.42,26.42,3.14,29.56,167,26,159,2.88,1.15,7.6,200.0
Kai Silva 1035,BEL,DF,Strasbourg,Ligue 1,25,8,6,414,1,4,5,1,0,1,1,0,0.73,0.73,0.05,0.78,17,47,24,0.22,0.87,0.16,22.4
Jude González 1036,MAR,FW,Strasbourg,Ligue 1,21,13,10,893,10,5,15,10,0,0,0,0,10.93,10.93,17.13,28.06,194,51,107,1.01,0.5,1.1,77.5
Vinicius Weber 1037,SEN,DF,Strasbourg,Ligue 1,29,33,22,1320,0,4,4,0,0,1,6,0,0.07,0.07,2.92,2.99,76,114,33,0.0,0.27,0.0,11.6
Erling Santos 1038,COL,MF,Strasbourg,Ligue 1,28,16,3,427,4,6,10,4,0,0,2,0,1.47,1.47,5.28,6.75,47,116,142,0.84,1.26,0.31,92.4
Kylian Pérez 1039,POR,DF,Nantes,Ligue 1,29,7,3,352,0,3,3,0,0,0,3,0,2.36,2.36,0.11,2.47,35,73,22,0.0,0.77,0.6,35.2
Pedri Smith 1040,BEL,FW,Nantes,Ligue 1,32,21,17,1566,9,5,14,9,0,0,0,0,7.68,7.68,2.1,9.78,69,76,92,0.52,0.29,0.44,98.3
Gavi López 1041,GER,FW,Nantes,Ligue 1,23,32,6,1302,9,4,13,9,0,0,0,0,14.84,14.84,7.36,22.2,112,49,163,0.62,0.28,1.03,200.0
Bukayo Wagner 1042,BEL,FW,Nantes,Ligue 1,21,14,1,551,12,5,17,11,1,2,1,1,9.13,8.37,3.51,11.88,194,41,175,1.96,0.82,1.49,170.3
Trent Garcia 1043,SEN,MF,Nantes,Ligue 1,22,30,25,2015,4,5,9,4,0,0,2,0,2.66,2.66,3.91,6.57,39,235,64,0.18,0.22,0.12,108.6
Phil Fernández 1044,URU,FW,Nantes,Ligue 1,25,30,6,1326,14,1,15,13,1,1,3,0,35.67,34.91,7.39,42.3,161,93,218,0.95,0.07,2.42,200.0
Harry Becker 1045,ITA,DF,Nantes,Ligue 1,23,11,8,712,1,1,2,1,0,0,2,0,0.85,0.85,0.06,0.91,67,84,78,0.13,0.13,0.11,32.5
Son Müller 1046,COL,MF,Nantes,Ligue 1,20,7,4,311,8,4,12,8,0,1,2,0,1.87,1.87,2.75,4.62,146,50,156,2.32,1.16,0.54,66.6
Bruno Martinez 1047,ENG,DF,Nantes,Ligue 1,25,23,18,980,3,1,4,3,0,0,2,0,3.98,3.98,1.13,5.11,56,108,69,0.28,0.09,0.37,26.2
Kevin Fischer 1048,ESP,DF,Nantes,Ligue 1,20,19,19,1425,1,0,1,1,0,0,3,0,4.0,4.0,0.12,4.12,61,145,36,0.06,0.0,0.25,26.0
Robert Rossi 1049,ESP,FW,Nantes,Ligue 1,28,27,14,1484,9,6,15,9,0,0,4,0,16.7,16.7,1.98,18.68,111,63,182,0.55,0.36,1.01,193.9
Luca Rodríguez 1050,NGR,DF,Nantes,Ligue 1,25,19,9,715,2,3,5,2,0,0,4,0,1.48,1.48,1.61,3.09,19,139,42,0.25,0.38,0.19,15.2
Marco Schneider 1051,ESP,DF,Nantes,Ligue 1,23,29,28,1536,0,0,0,0,0,0,3,0,0.6,0.6,0.89,1.49,49,148,77,0.0,0.0,0.04,23.8
James Dupont 1052,BRA,MF,Nantes,Ligue 1,20,25,9,710,3,12,15,3,0,0,3,0,2.31,2.31,18.94,21.25,120,279,68,0.38,1.52,0.29,92.2
Carlos Hernández 1053,ARG,MF,Nantes,Ligue 1,27,31,27,1564,4,9,13,4,0,0,4,0,1.75,1.75,3.93,5.68,39,256,77,0.23,0.52,0.1,72.0
Luis Meyer 1054,POR,MF,Nantes,Ligue 1,23,20,11,1237,3,5,8,3,0,0,3,0,0.24,0.24,1.94,2.18,30,296,69,0.22,0.36,0.02,77.0
Antoine Silva 1055,ITA,DF,Nantes,Ligue 1,22,11,4,436,1,1,2,1,0,1,5,0,1.57,1.57,1.74,3.31,39,114,15,0.21,0.21,0.32,17.3
Kai González 1056,ENG,FW,Nantes,Ligue 1,31,21,18,969,7,8,15,7,0,0,1,0,0.53,0.53,5.92,6.45,88,112,183,0.65,0.74,0.05,200.0
